,ITE_ITEM_TITLE,DESC,CLUSTER
23812,kit tenis chinelo babuche numero grande barato confortavel,kit tenis chinelo babuche numero grande barato conforta,2
23813,tenis feminino casual vizzano rosa camurca original 1214205,tenis feminino casual vizzano rosa camurca original 1214205,1
23814,tenis masculino kolosh razor ,tenis masculino kolosh razor ,2
23815,tenis usthemp spice tematico  bolhas,tenis usthemp spice tematico  bolh,2
23816,tenis feminino branco slipon santa lolla nr a partir do 33 ,tenis feminino branco slipon santa lolla nr a partir do 33 ,1
23817,tenis infantil personagem  5003 roxo,tenis infantil personagem  5003 rox,2
23818,kit 2 sapatenis masculinos polo state ravy,kit 2 sapatenis masculinos polo state ravy,2
23819,tenis bibi cars infantil menino com luzinha original n f,tenis bibi cars infantil menino com luzinha original n f,2
23820,tenis coca cola branco atlanta zipper,tenis coca cola branco atlanta zipp,2
23821,tenis nike air max 90 independence day preto no40 original,tenis nike air max 90 independence day preto no40 orig,2
23822,tenis cavalera johan masculino preto,tenis cavalera johan masculino pret,2
23823,bicicleta 29 absolute nero 20v deore relacao 2x10 k7 trava,bicicleta 29 absolute nero 20v deore relacao 2x10 k7 tr,0
23824,bicicleta barra circular aro freeride 26 reforcado vintage,bicicleta barra circular aro freeride 26 reforcado vintag,0
23825,tenis sapatenis casual feminina ac  780019,tenis sapatenis casual feminina ac  780019,2
23826,tenis caminhada academia actvitta 4202200 original,tenis caminhada academia actvitta 4202200 orig,2
23827,tenis feminino calce facil macerata jogging confortavel leve,tenis feminino calce facil macerata jogging confortavel lev,1
23828,sliper casual tenis iate barato sem cadarco facil calce,sliper casual tenis iate barato sem cadarco facil calc,1
23829,tenis feminino anatomico palmilha confortavel envio imediato,tenis feminino anatomico palmilha confortavel envio imediat,1
23830,tenis casual feminino kolosh original c1287,tenis casual feminino kolosh original c1287,1
23831,tenis masculino caminhada olympikus tube stroke chumbo,tenis masculino caminhada olympikus tube stroke chumb,2
23832,bicicleta aro 29 spaceline 27v freios hidraulicos suspensao,bicicleta aro 29 spaceline 27v freios hidraulicos suspensa,0
23833,smart tv samsung 40 mod 5290 para retirada de pecas ,smart tv samsung 40 mod 5290 para retirada de pecas ,0
23834,tenis infantil tenis feminino promocao brinde bolsa h tenis,tenis infantil tenis feminino promocao brinde bolsa h tenil,1
23835,tenis casual feminino sola alta chuncky avalon 168,tenis casual feminino sola alta chuncky avalon 168,1
23836,tenis olympikus challenger feminino,tenis olympikus challenger feminin,2
23837,tenis logus cano alto  em otimo estado de conservacao,tenis logus cano alto  em otimo estado de conservaca,2
23838,tenis infantil feminino slip on macio crianca bebe promocao,tenis infantil feminino slip on macio crianca bebe promoca,1
23839,tenis street star lona casual,tenis street star lona cas,2
23840,bicicleta infantil nathor black aro 12 verde de 3 a 5 anos,bicicleta infantil nathor black aro 12 verde de 3 a 5 ,0
23841,tenis usthemp spice collab  balao por camilla guerra,tenis usthemp spice collab  balao por camilla guerr,2
23842,sapatilha elleven mtb preto com cinza tam37,sapatilha elleven mtb preto com cinza tam37,0
23843,tenis ark 2111702 cano alto brancopreto,tenis ark 2111702 cano alto brancopret,2
23844,bicicleta infantil aro 12 unicornio  styll,bicicleta infantil aro 12 unicornio  styll,0
23845,sapatenis masculino polo go casual adulto confortavel pg148,sapatenis masculino polo go casual adulto confortavel pg148,2
23846,smart tv lg ai thinq oled55cxpsa 4k 55  100v240v  120 hz ,smart tv lg ai thinq oled55cxpsa 4k 55  100v240v  120 hz ,0
23847,tenis running masculino neoprene academia leve,tenis running masculino neoprene academia lev,2
23848,tenis infantil bibi t25,tenis infantil bibi t25,2
23849,tenis cavalera camurca lucio,tenis cavalera camurca luci,2
23850,tenis olympikus oasis 868 masculino,tenis olympikus oasis 868 masculin,2
23851,kit 03 tenis casual feminino atacado volta as aulas kids ,kit 03 tenis casual feminino atacado volta as aulas kids ,1
23852,tenis feminino actvitta tecido 4802110,tenis feminino actvitta tecido 4802110,1
23853,tenis adidas skateboarding vs pace,tenis adidas skateboarding vs pac,2
23854,tenis feminino tanara preto pronto  t4182,tenis feminino tanara preto pronto  t4182,1
23855,tenis masculino slip on skechers memory foam monocromatico,tenis masculino slip on skechers memory foam monocroma,2
23856,sapato promocao trilupy slip,sapato promocao trilupy slip,2
23857,tenis skate infantil masculino jovem calcado economico,tenis skate infantil masculino jovem calcado econom,2
23858,tenis adidas preto modelo   grand court base  masculino,tenis adidas preto modelo   grand court base  masculin,2
23859,tenis de corrida unissex under armour charged pursuit 2,tenis de corrida unissex under armour charged pursuit 2,2
23860,tenis masculino olympikus index esportivo academia original,tenis masculino olympikus index esportivo academia orig,2
23861,tenis modare napa strech detalhe matelasse,tenis modare napa strech detalhe matel,2
23862,tenis assandalhado gasparini azul verde branco vermelho,tenis assandalhado gasparini azul verde branco vermelh,2
23863,tenis com fechamento frontal de escama  nude rose,tenis com fechamento frontal de escama  nude ros,2
23864,tenis nike sb portmore il 2 41 chumbo,tenis nike sb portmore il 2 41 chumb,2
23865,tenis slip on biqueira feminino kolosh olivepreto  c2328,tenis slip on biqueira feminino kolosh olivepreto  c2328,1
23866,tenis olympikus swift hibisco feminino,tenis olympikus swift hibisco feminin,2
23867,tenis  mizuno furious  100 original com nfe,tenis  mizuno furious  100 original com nf,2
23868,tenis academia feminino actvitta confortavel caminhada sport,tenis academia feminino actvitta confortavel caminhada sport,1
23869,combo c2 tenis feminino jogging vivet original,combo c2 tenis feminino jogging vivet orig,1
23870,sapatos de salto de cunha mulheres almofada de sola grossa s,sapatos de salto de cunha mulheres almofada de sola grossa ,2
23871,tenis olympikus storm masculino,tenis olympikus storm masculin,2
23872,mountain bike alfameq nacional tirreno aro 29 17  27v freios de disco hidraulico cor pretolaranja,mountain bike alfameq nacional tirreno aro 29 17  27v freios de disco hidraulico cor pretolaranj,0
23873,tenis coca cola basket blend canvas preto cc1687 unissex,tenis coca cola basket blend canvas preto cc1687 unissex,2
23874,tenis olympikus infinite feminino 652  lojas radan,tenis olympikus infinite feminino 652  lojas radan,1
23875,tenis viena vizzano liso,tenis viena vizzano lis,2
23876,tenis hocks born original preto natural,tenis hocks born original preto nat,2
23877,2 tenis slip on cobra fashion urbano confort feminino 1200,2 tenis slip on cobra fashion urbano confort feminino 1200,1
23878,tenis homem aranha preto orto bessa,tenis homem aranha preto orto bess,2
23879,tenis sapatenis masculino slip on casual conforto leve moda,tenis sapatenis masculino slip on casual conforto leve mod,1
23880,tenis fila euro jogger sport masculino  pretografite,tenis fila euro jogger sport masculino  pretografit,2
23881,tenis usthemp slipon tem  cavalier king cs  br e cr,tenis usthemp slipon tem  cavalier king cs  br e cr,2
23882,tenis meia sorrento gabbana premium  masculino branco,tenis meia sorrento gabbana premium  masculino branc,2
23883,tenis usthemp slipon art  urso  tamiris disselli,tenis usthemp slipon art  urso  tamiris dissell,2
23884,tenis slip on via marte 2111303 dourado 1692,tenis slip on via marte 2111303 dourado 1692,1
23885,tenis anfibio bad fish,tenis anfibio bad fish,2
23886,casual rodada cabeca feminina arcoiris cinto sandalias moda,casual rodada cabeca feminina arcoiris cinto sandalias mod,2
23887,tenis olympikus veloz numeracao grande 45  46  47  48,tenis olympikus veloz numeracao grande 45  46  47  48,2
23888,catraca trava micrometrica presilha para sapatilha venzo,catraca trava micrometrica presilha para sapatilha venz,2
23889,sapatenis bota masculina caribe em couro legitimo envio ja,sapatenis bota masculina caribe em couro legitimo envio j,2
23890,tenis dakota casual sola alta 100 original preto com n f ,tenis dakota casual sola alta 100 original preto com n f ,1
23891,tenis bota casual treino botinha academia fitness muaythay,tenis bota casual treino botinha academia fitness muaythay,2
23892,tenis slip on petite jolie hype  original,tenis slip on petite jolie hype  orig,2
23893,tenis via marte juliette,tenis via marte juliett,2
23894,sapatos esportivos femininos estilo etnico bordado 24,sapatos esportivos femininos estilo etnico bordado 24,2
23895,tenis reebok lifter tamanho 41,tenis reebok lifter tamanho 41,2
23896,tenis calce facil feminino chunky plataforma snearker,tenis calce facil feminino chunky plataforma sneark,1
23897,tenis lejon earth ss ljvu0188  verde,tenis lejon earth ss ljvu0188  v,2
23898,tenis nike sb zoom stefan janoski rm premium,tenis nike sb zoom stefan janoski rm premium,2
23899,zapatillas ligeras de malla con camara de aire para mujer,zapatillas ligeras de malla con camara de aire para muj,2
23900,iate masculino casual torrenezzi  cor preto,iate masculino casual torrenezzi  cor pret,2
23901,bicicleta fireman aro 12 nathor,bicicleta fireman aro 12 nath,0
23902,tenis fila kr5 preto  brinde um par de meia,tenis fila kr5 preto  brinde um par de me,2
23903,kit10 tenismeia feminino confortavel cadarco slipon elastico,kit10 tenismeia feminino confortavel cadarco slipon elas,1
23904,tenis dc shoes modelo new flash 2 tx cor blackwhite,tenis dc shoes modelo new flash 2 tx cor blackwhit,2
23905,tenis feminino kolosh com ziper  original,tenis feminino kolosh com ziper  orig,1
23906,tenis olympikus molecula masculino academia  fitness,tenis olympikus molecula masculino academia  fitnes,2
23907, tenis sapatenis pollo styylos  promocao envio rapido, tenis sapatenis pollo styylos  promocao envio rap,2
23908,tenis feminino rose confortavel  aproveite ,tenis feminino rose confortavel  aproveite ,1
23909,bike retro,bike retr,0
23910,tenis qix vulcanizado lona  original  pronta entrega,tenis qix vulcanizado lona  original  pronta entreg,2
23911,tenis domidona chunky feminino plataforma com pedrarias,tenis domidona chunky feminino plataforma com pedr,1
23912,tenis para caminhar xtrain infantil calce facil preto e pink,tenis para caminhar xtrain infantil calce facil preto e pink,2
23913,rede hombre moda zapatos calcetines zapatos,rede hombre moda zapatos calcetines zapat,2
23914,tenis infantil molekinha casual conforto tedencia kids,tenis infantil molekinha casual conforto tedencia kid,2
23915,sapatilha sidi shot carbon blue 46 europa,sapatilha sidi shot carbon blue 46 europ,2
23916,tenis infantil led pisca velcro botinho menino academia,tenis infantil led pisca velcro botinho menino academ,2
23917,sapatos femininos grandes sapatos florais brancos confortave,sapatos femininos grandes sapatos florais brancos confortav,2
23918,tenis infantil casualretro fashion girl molekinha 25201418,tenis infantil casualretro fashion girl molekinha 25201418,2
23919,smart tv 43  samsung 43au7700 uhd crystal 4k alexa built in,smart tv 43  samsung 43au7700 uhd crystal 4k alexa built in,0
23920,tenis dc shoes heathrow azul marinhomarrom,tenis dc shoes heathrow azul marinhomarrom,2
23921,sapatenis masculino velluti  5624 preto,sapatenis masculino velluti  5624 pret,2
23922,tenis infantil kid com luz flex light velcro azul e rosa,tenis infantil kid com luz flex light velcro azul e r,2
23923,tenis vizzano listras,tenis vizzano listr,2
23924,tenis nike legend react 2 masculino original,tenis nike legend react 2 masculino orig,2
23925,tenis masculino olympikus tropico promocao 43603860,tenis masculino olympikus tropico promocao 43603860,2
23926,bicicleta aro 20 passeio infantil gilmex cissa lilas  rosa,bicicleta aro 20 passeio infantil gilmex cissa lilas  r,0
23927,tenis masculino everlast preto  elmaa129b,tenis masculino everlast preto  elmaa129b,2
23928,tenis feminino casual de malha sem atacadores,tenis feminino casual de malha sem atac,1
23929,tenis cano alto academia fitness c ziper branca  sl,tenis cano alto academia fitness c ziper branca  sl,2
23930,tenis vetor olympikus,tenis vetor olympiku,2
23931,tenis fila axilus ace feminino pronta entrega,tenis fila axilus ace feminino pronta entreg,1
23932,tenis qix kick turn skate original,tenis qix kick turn skate orig,2
23933,tenis coca cola sense cc1016cc3601  cinza,tenis coca cola sense cc1016cc3601  cinz,2
23934,tenis dg sorrento g1 amarelo unissex platina,tenis dg sorrento g1 amarelo unissex platin,2
23935,tenis puma usado,tenis puma us,2
23936,tenis caterpillar intruder max sola antiderrapante oferta,tenis caterpillar intruder max sola antiderrapante ofert,2
23937,tenis puma disc cell feminino,tenis puma disc cell feminin,2
23938,tenis masculino sapatenis casual sapato kit 3 pares em 12x,tenis masculino sapatenis casual sapato kit 3 pares em 12x,2
23939,tenis masculino gangster gt220  confortavel original top,tenis masculino gangster gt220  confortavel original top,2
23940,tenis classic country side cafe,tenis classic country side caf,2
23941,bicicleta menino infantil big fat ultra bikes azul ,bicicleta menino infantil big fat ultra bikes azul ,0
23942,tenis meia premium,tenis meia premium,2
23943,tenis colegial infantil menino papete sapatenis leve crianca,tenis colegial infantil menino papete sapatenis leve crianc,2
23944,bicicleta adulto caicara retro com cadeirinha bege c marrom,bicicleta adulto caicara retro com cadeirinha bege c marrom,0
23945,tenis actvitta flat duna marinho pink 4807102,tenis actvitta flat duna marinho pink 4807102,2
23946,tenis under armour charged stamina masculino  azul e preto,tenis under armour charged stamina masculino  azul e pret,2
23947,tv samsung 22 polegadas lt22b300lb zerada  so retirada,tv samsung 22 polegadas lt22b300lb zerada  so retir,0
23948,tenis usthemp half art  lena  luciano freitas,tenis usthemp half art  lena  luciano freit,2
23949,bicicleta aro 29 droop sport 21v freios a disco suspensao ,bicicleta aro 29 droop sport 21v freios a disco suspensao ,0
